,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
18683,34,4,6557,15,1,0,12,1,4,0,0,0,56,39,0
18684,0,4,2240,2,14,4,10,3,4,1,0,0,65,39,0
18685,27,2,19686,9,4,0,10,3,4,0,0,0,56,39,0
18686,31,4,1631,11,15,2,12,0,4,1,55,0,6,39,0
18687,1,0,3069,11,15,4,0,2,3,0,0,0,3,39,0
18688,43,4,1972,15,1,2,8,0,4,1,0,0,34,39,0
18689,22,4,7863,11,15,4,1,1,4,0,0,0,34,39,0
18690,51,5,19142,8,2,6,12,1,4,0,46,0,45,39,1
18691,48,4,5968,5,10,2,7,0,4,1,0,0,34,39,0
18692,23,4,17955,11,15,5,4,4,4,0,0,0,34,2,0
18693,20,4,13962,15,1,2,7,0,4,1,0,0,45,39,1
18694,24,6,15711,8,2,2,5,0,4,1,0,0,39,39,0
18695,45,4,11826,15,1,2,13,0,4,1,54,0,16,39,0
18696,18,4,18199,9,4,4,8,1,4,1,0,0,30,39,0
18697,24,4,18407,5,10,2,3,0,4,1,0,0,34,0,0
18698,10,1,10175,11,15,4,1,1,2,0,0,0,34,39,0
18699,42,1,11762,11,15,2,12,5,4,0,0,0,34,39,1
18700,41,4,8582,9,4,2,4,0,4,1,0,0,39,39,1
18701,22,4,3327,8,2,2,7,0,4,1,0,0,34,39,0
18702,21,6,13021,15,1,2,14,0,4,1,0,0,34,39,0
18703,13,4,295,9,4,2,1,5,2,0,0,0,34,39,1
18704,9,4,11487,11,15,2,7,0,4,1,0,0,34,39,1
18705,16,4,11236,9,4,4,12,1,4,1,0,0,39,39,1
18706,29,4,14640,11,15,2,4,0,4,1,0,0,34,39,1
18707,38,6,4520,11,15,2,12,0,4,1,0,0,45,39,1
18708,21,4,11233,12,5,2,10,0,2,1,0,0,34,39,1
18709,28,1,565,11,15,4,14,4,1,0,0,0,34,39,0
18710,22,4,18914,9,4,0,10,1,4,1,0,0,34,39,0
18711,18,4,4337,11,15,4,8,3,2,0,0,0,28,23,0
18712,19,4,18935,11,15,2,4,0,4,1,0,0,34,39,0
18713,19,4,10510,6,11,5,8,4,2,0,0,0,34,0,0
18714,32,6,8935,11,15,2,3,0,4,1,0,0,34,39,0
18715,27,6,17606,11,15,2,5,0,4,1,0,0,34,39,0
18716,27,4,20845,11,15,0,3,1,4,1,0,0,34,39,0
18717,7,4,2269,15,1,4,1,3,4,0,0,0,34,39,0
18718,8,4,21138,9,4,2,4,0,4,1,0,0,12,39,0
18719,26,4,6346,15,1,0,13,4,4,0,0,0,23,39,0
18720,25,4,7172,8,2,0,13,1,4,0,0,0,23,39,0
18721,4,4,12072,11,15,4,8,2,4,0,0,0,28,39,0
18722,15,4,12888,15,1,4,3,4,4,1,0,0,67,26,0
18723,3,4,15029,15,1,4,6,3,4,1,0,0,12,39,0
18724,33,2,5001,5,10,2,14,0,4,1,0,0,34,39,0
18725,17,4,11021,14,6,2,10,0,4,1,0,0,50,39,1
18726,17,2,1677,11,15,0,11,4,4,1,0,0,34,32,0
18727,44,4,20817,15,1,2,13,0,4,1,19,0,9,39,1
18728,40,4,4819,11,15,2,3,0,4,1,0,0,50,39,0
18729,17,4,9329,12,5,2,4,0,4,1,0,0,45,39,1
18730,5,7,13083,15,1,4,1,1,4,0,0,0,34,39,0
18731,3,4,39,11,15,4,12,3,3,1,0,0,34,33,0
18732,40,4,15109,15,1,5,12,1,4,0,0,0,34,39,0
18733,19,4,19190,0,12,0,4,4,4,0,0,0,34,39,0
18734,3,4,11171,11,15,4,8,3,4,1,0,0,34,39,0
18735,11,4,19133,15,1,4,13,3,2,1,0,0,16,39,0
18736,5,4,1006,15,1,4,10,2,1,0,0,0,12,35,0
18737,23,4,9072,15,1,4,6,1,4,1,0,0,42,39,0
18738,14,4,5022,0,12,2,14,0,4,1,0,0,34,39,0
18739,47,2,7858,11,15,0,3,1,4,1,0,0,34,39,1
18740,17,4,7031,11,15,0,14,3,4,0,0,0,34,39,0
18741,3,4,21115,15,1,4,12,3,4,0,0,0,74,39,0
18742,5,4,18988,6,11,4,14,3,4,1,0,0,34,39,0
18743,42,1,7845,11,15,2,3,0,4,1,0,0,34,39,1
18744,34,4,14122,11,15,6,10,4,4,0,0,0,28,39,0
18745,31,4,4318,8,2,2,3,0,4,1,110,0,34,39,1
18746,41,4,11600,8,2,2,4,0,4,1,0,0,34,11,1
18747,13,4,18409,11,15,4,1,2,4,0,0,41,34,39,0
18748,17,6,12475,1,13,2,14,0,4,1,0,0,56,39,0
18749,36,4,8758,9,4,4,4,4,4,0,0,0,34,39,0
18750,4,4,9459,11,15,4,6,3,4,1,0,0,34,39,0
18751,35,4,5155,15,1,2,4,0,4,1,0,0,34,39,0
18752,5,0,17110,15,1,4,0,3,4,1,0,0,34,39,0
18753,2,4,5038,11,15,4,1,3,4,0,0,0,17,39,0
18754,27,6,9670,11,15,2,7,5,4,0,0,0,39,39,0
18755,19,4,20966,1,13,4,14,4,0,1,0,0,61,39,0
18756,17,4,6760,11,15,2,3,0,4,1,110,0,34,39,1
18757,9,4,15980,11,15,4,8,1,4,1,0,0,16,39,0
18758,39,4,12551,4,9,2,8,0,4,1,0,0,34,0,0
18759,24,4,21279,8,2,2,1,5,4,0,110,0,38,39,1
18760,12,4,19309,15,1,4,1,3,2,0,0,0,34,39,0
18761,29,4,5036,9,4,0,12,4,2,0,0,0,28,39,1
18762,39,4,2603,9,4,2,12,0,2,1,110,0,39,39,1
18763,15,6,5892,8,2,2,10,0,3,1,0,0,56,39,0
18764,6,7,12016,15,1,4,10,1,4,1,0,0,34,39,0
18765,5,4,4421,11,15,4,6,3,2,1,0,0,17,39,0
18766,31,4,17050,15,1,2,4,0,4,1,0,0,34,39,1
18767,12,4,17072,9,4,4,10,1,4,0,0,0,45,39,0
18768,19,4,2394,0,12,2,3,0,4,1,0,0,34,39,0
18769,0,5,6808,0,12,4,12,3,4,1,0,0,3,39,0
18770,34,4,20281,11,15,2,7,0,4,1,0,0,34,39,0
18771,1,4,18203,11,15,4,7,1,4,0,0,0,23,39,0
18772,22,4,7907,11,15,4,8,1,4,1,0,0,34,39,0
18773,25,6,10169,14,6,2,10,0,4,1,0,39,45,39,1
18774,9,4,6890,15,1,2,10,0,4,1,0,0,34,39,0
18775,9,2,10637,9,4,4,10,3,2,1,0,0,31,9,0
18776,33,5,1995,9,4,2,10,0,4,1,0,0,39,22,1
18777,5,4,23,11,15,4,6,3,4,1,0,0,28,39,0
18778,4,4,19284,11,15,4,8,2,2,1,0,25,17,39,0
18779,24,6,16424,11,15,2,8,0,4,1,0,0,1,39,0
18780,0,4,4550,0,12,4,12,3,4,1,0,0,12,39,0
18781,18,4,21572,9,4,4,12,1,4,1,0,0,45,39,0
18782,8,4,8325,11,15,4,12,3,0,1,106,0,34,39,0
18783,37,4,3607,11,15,2,14,0,4,1,0,0,45,39,0
18784,9,4,13668,15,1,4,8,2,4,1,0,0,34,27,0
18785,20,5,7073,7,3,2,12,0,4,1,0,38,34,39,1
18786,21,6,8121,11,15,2,3,0,4,1,0,0,45,39,0
18787,28,6,4309,5,10,2,4,0,4,1,0,0,61,39,1
18788,24,4,2082,15,1,2,4,3,4,1,0,0,34,39,1
18789,36,4,8280,1,13,6,8,3,4,0,0,0,41,39,0
18790,27,7,21368,15,1,2,4,0,4,1,67,0,34,39,0
18791,20,7,16629,11,15,5,8,4,4,0,0,0,34,39,0
18792,42,5,3221,8,2,0,10,1,4,1,0,0,45,39,1
18793,5,7,1837,9,4,4,10,1,4,0,0,0,34,39,0
18794,27,4,20143,15,1,0,4,1,4,1,0,0,45,39,0
18795,21,7,15238,9,4,2,4,0,4,1,0,0,30,39,0
18796,37,7,21196,12,5,2,10,0,1,1,0,0,34,19,1
18797,8,4,3938,6,11,3,1,4,1,0,0,0,34,40,0
18798,20,2,10786,8,2,4,8,4,2,0,0,0,25,39,0
18799,12,5,4409,11,15,2,8,0,4,1,0,0,34,39,0
18800,20,4,10709,12,5,2,4,0,4,1,0,0,45,7,1
18801,23,4,15585,11,15,2,12,0,4,1,0,0,34,39,1
18802,11,4,20606,11,15,4,6,1,4,1,0,0,34,39,0
18803,22,4,1224,11,15,0,8,4,2,0,95,0,34,39,0
18804,32,4,16137,11,15,0,7,1,2,1,0,0,34,39,0
18805,44,4,3872,11,15,2,4,0,4,1,0,0,45,39,0
18806,30,4,16300,11,15,0,9,1,4,0,0,0,33,39,0
18807,16,1,2455,15,1,4,4,1,4,1,0,0,45,39,0
18808,16,0,21495,15,1,0,0,4,0,1,0,0,23,39,0
18809,34,4,16561,11,15,4,7,1,4,0,0,15,34,39,0
18810,28,4,14834,9,4,2,14,0,4,1,0,0,45,39,1
18811,1,0,5783,11,15,4,0,3,2,0,0,0,12,39,0
18812,29,4,201,5,10,4,8,3,4,1,0,0,47,39,0
18813,14,2,3923,11,15,2,3,0,4,1,0,0,34,39,0
18814,15,2,21313,15,1,2,8,0,4,1,0,0,34,39,0
18815,12,4,7306,9,4,2,4,0,2,1,0,0,50,39,1
18816,18,4,14320,7,3,5,12,4,4,1,0,0,34,39,0
18817,42,4,9459,10,7,4,10,1,4,1,0,0,45,39,0
18818,0,4,11811,1,13,4,8,3,4,0,0,0,44,39,0
18819,1,4,16114,0,12,4,8,3,4,1,0,0,34,39,0
18820,5,4,18675,9,4,4,10,1,4,0,0,0,84,39,0
18821,2,4,10529,2,14,4,8,3,4,1,0,0,17,39,0
18822,23,4,14242,11,15,4,5,1,4,1,0,0,50,39,0
18823,45,4,1179,5,10,2,11,0,4,1,0,0,86,39,0
18824,30,4,997,11,15,2,8,0,4,1,0,0,27,39,0
18825,25,7,14517,9,4,2,4,0,4,1,0,0,45,39,1
18826,38,4,152,9,4,2,4,0,4,1,0,0,45,39,1
18827,5,4,6831,11,15,4,14,3,2,1,0,0,34,39,0
18828,8,4,18589,5,10,4,7,4,4,1,0,0,34,8,0
18829,33,6,17014,9,4,2,13,5,4,0,0,0,45,39,1
18830,35,4,9304,11,15,0,12,1,4,1,0,0,39,39,0
18831,3,4,12766,11,15,4,8,3,4,1,0,0,23,39,0
18832,25,6,21027,15,1,2,3,0,4,1,0,0,34,39,0
18833,45,2,3987,11,15,4,3,1,4,1,0,0,34,39,0
18834,23,4,3085,11,15,0,3,1,4,1,0,0,34,39,0
18835,16,6,19772,11,15,2,3,0,4,1,0,0,34,39,0
18836,8,4,17260,9,4,4,13,1,4,0,0,0,45,39,0
18837,4,4,9485,15,1,4,1,3,2,1,0,0,45,39,0
18838,28,4,6205,14,6,2,4,0,4,1,0,0,34,39,1
18839,18,4,8279,11,15,0,1,4,4,0,0,0,31,39,0
18840,19,4,16538,9,4,2,4,0,4,1,0,0,45,39,1
18841,17,2,9834,15,1,2,3,0,4,1,0,29,34,39,0
18842,31,4,474,6,11,6,14,4,4,1,0,0,34,39,1
18843,19,4,14381,15,1,2,4,0,4,1,0,0,39,39,0
18844,45,6,17759,11,15,2,14,0,4,1,0,0,42,39,0
18845,35,2,9460,12,5,2,10,0,2,1,0,0,34,39,1
18846,26,4,4138,15,1,2,1,5,4,0,0,0,34,39,0
18847,17,6,21057,11,15,5,4,1,4,1,0,0,45,39,0
18848,4,4,9344,15,1,4,8,3,4,0,0,0,12,39,0
18849,26,2,3495,11,15,2,4,0,4,1,0,0,34,0,0
18850,46,5,21415,7,3,2,12,0,4,1,0,0,34,39,1
18851,22,5,3966,11,15,2,4,0,4,1,0,0,34,39,1
18852,16,2,12031,8,2,2,13,0,4,1,0,0,45,39,0
18853,26,4,5603,15,1,2,4,0,4,1,0,0,45,39,1
18854,14,4,3922,9,4,5,4,1,4,0,0,0,66,39,0
18855,9,4,9,9,4,2,4,5,4,0,0,0,39,39,1
18856,24,0,12676,8,2,0,0,1,4,1,0,0,75,39,0
18857,36,4,11958,15,1,2,3,0,4,1,0,0,34,39,0
18858,39,1,4412,15,1,5,8,1,2,1,0,0,34,39,0
18859,43,4,15417,9,4,2,4,0,4,1,0,0,39,39,1
18860,31,4,7212,11,15,0,12,4,4,0,0,0,23,39,0
18861,4,4,16336,15,1,4,12,3,2,0,0,0,23,39,0
18862,30,4,20902,12,5,0,4,4,4,1,0,0,36,39,0
18863,11,4,4721,11,15,2,3,0,4,1,0,0,34,31,1
18864,8,6,2881,7,3,2,1,5,4,0,0,0,28,39,1
18865,25,4,7228,15,1,2,14,0,4,1,0,0,52,39,0
18866,5,4,12894,11,15,4,14,3,2,1,0,0,16,39,0
18867,10,4,4157,9,4,4,12,1,4,0,0,0,34,39,0
18868,20,5,21508,11,15,2,4,0,4,1,0,0,45,39,1
18869,21,2,12722,9,4,5,10,4,2,1,0,0,34,39,0
18870,29,4,8302,9,4,4,10,3,4,1,0,0,56,39,0
18871,8,4,13839,9,4,4,10,1,4,1,0,0,34,39,0
18872,24,0,9563,9,4,3,0,1,4,1,0,0,23,39,0
18873,23,4,2944,11,15,2,14,0,1,1,0,0,56,38,0
18874,43,2,11427,1,13,2,14,0,4,1,0,0,12,39,0
18875,8,2,16041,9,4,4,10,1,4,1,0,0,28,22,0
18876,1,4,7105,11,15,2,9,1,4,0,62,0,34,39,0
18877,20,4,10813,11,15,2,12,0,4,1,0,0,34,39,1
18878,31,4,3834,11,15,5,3,4,2,1,0,0,39,39,0
18879,4,4,12141,11,15,4,8,3,4,1,0,0,34,39,0
18880,23,2,21578,7,3,2,11,0,4,1,0,0,34,39,0
18881,7,4,21248,15,1,4,3,1,4,1,0,0,34,39,0
18882,28,4,3174,7,3,0,14,1,4,1,0,0,50,39,0
18883,35,4,9342,9,4,3,4,1,4,0,0,0,36,39,0
18884,27,4,3983,15,1,6,12,1,4,0,0,0,17,39,0
18885,35,0,669,5,10,2,0,0,4,1,0,0,34,39,0
18886,17,4,5022,15,1,2,10,0,4,1,0,39,31,39,1
18887,44,4,2051,11,15,2,11,0,2,1,0,0,34,19,0
18888,36,4,12069,15,1,5,1,3,4,1,0,0,34,5,0
18889,6,4,16569,9,4,4,13,1,4,1,0,0,34,39,0
18890,45,4,1612,11,15,2,3,0,4,1,0,0,34,39,0
18891,2,4,12705,11,15,4,12,3,4,1,0,0,17,39,0
18892,64,4,17029,15,1,0,1,1,4,0,0,0,12,39,0
18893,59,6,15938,12,5,2,10,0,4,1,0,0,23,0,1
18894,28,4,12788,11,15,2,7,0,2,1,0,0,34,39,0
18895,30,4,4702,11,15,2,4,5,4,0,0,0,23,39,1
18896,22,4,87,11,15,4,7,3,4,1,0,0,34,39,0
18897,31,2,1303,15,1,2,4,0,4,1,0,0,34,39,0
18898,0,0,9997,0,12,4,0,3,4,0,0,0,12,39,0
18899,15,5,21590,11,15,2,4,0,4,1,0,0,34,39,1
18900,16,4,12121,11,15,5,13,1,4,1,0,0,40,39,0
18901,12,4,12118,11,15,2,7,0,4,1,0,0,45,39,1
18902,47,1,13310,7,3,5,10,1,4,0,0,0,34,39,1
18903,44,4,14382,11,15,0,12,4,4,0,0,78,17,39,0
18904,44,4,20162,15,1,2,12,0,4,1,0,0,38,39,1
18905,31,4,13629,4,9,4,6,1,4,1,0,0,34,26,0
18906,30,4,6786,12,5,2,10,0,4,1,0,0,34,39,1
18907,42,6,21383,5,10,2,3,0,4,1,0,0,34,39,0
18908,24,5,3151,9,4,2,4,0,4,1,0,39,50,39,1
18909,27,2,7651,8,2,2,3,0,4,1,0,0,34,39,1
18910,24,4,8616,0,12,2,14,0,2,1,0,0,34,39,1
18911,30,4,11778,9,4,0,1,1,4,0,0,0,34,39,0
18912,47,0,390,15,1,6,0,4,4,0,0,0,74,39,0
18913,18,4,15125,11,15,2,14,0,4,1,0,0,45,39,1
18914,50,5,1388,9,4,6,8,4,4,0,0,0,28,39,0
18915,37,2,2474,8,2,2,11,0,4,1,0,0,31,39,1
18916,23,4,9077,11,15,0,3,1,4,1,0,0,34,39,0
18917,23,7,13433,8,2,4,3,1,4,1,0,0,34,39,0
18918,20,4,2256,9,4,2,4,0,4,1,0,0,45,39,1
18919,30,4,427,9,4,6,3,4,2,0,102,0,34,39,0
18920,29,1,18311,10,7,4,10,1,4,0,0,12,45,39,1
18921,7,4,1414,8,2,4,7,3,4,1,0,0,28,39,0
18922,1,4,7717,15,1,4,12,3,4,0,0,0,28,39,0
18923,7,4,19135,9,4,4,10,3,4,0,0,0,12,39,0
18924,7,0,13266,11,15,4,0,2,0,0,0,0,34,39,0
18925,17,4,885,9,4,4,4,1,1,0,0,0,34,30,0
18926,6,4,9189,11,15,4,10,1,4,1,0,0,34,2,0
18927,19,1,16902,15,1,5,1,1,2,1,0,0,34,39,0
18928,29,4,3850,9,4,2,3,0,4,1,0,0,34,39,1
18929,11,4,9906,15,1,4,1,3,4,1,0,0,34,39,0
18930,39,6,6253,11,15,0,8,1,4,1,0,0,45,39,0
18931,12,4,14657,9,4,2,10,5,4,0,0,0,16,39,0
18932,21,6,20443,11,15,2,3,0,4,1,0,0,34,39,1
18933,53,4,436,15,1,4,13,2,4,1,0,0,34,39,0
18934,15,4,17456,11,15,2,3,0,3,1,0,0,34,39,0
18935,48,6,960,15,1,2,4,0,4,1,0,54,1,39,1
18936,1,4,19774,1,13,4,8,3,4,1,0,0,7,39,0
18937,9,2,6392,7,3,2,11,0,4,1,0,0,39,39,1
18938,20,4,6438,15,1,4,4,1,4,1,33,0,34,39,0
18939,14,4,10414,9,4,2,4,0,4,1,0,0,34,39,1
18940,26,4,21319,9,4,2,8,5,1,0,0,0,39,0,0
18941,2,4,6797,15,1,4,1,3,4,0,0,0,34,39,0
18942,4,4,9987,15,1,4,12,3,4,0,0,32,20,39,0
18943,30,2,11148,12,5,2,10,0,4,1,0,0,42,39,1
18944,24,2,19069,9,4,6,1,1,4,0,0,0,34,39,0
18945,7,4,10818,11,15,2,3,0,4,1,0,0,39,39,0
18946,17,4,20673,11,15,2,5,0,4,1,0,0,45,39,0
18947,29,2,5587,12,5,4,10,1,4,0,0,0,37,39,0
18948,9,7,19552,15,1,2,8,0,4,1,0,0,34,39,0
18949,18,4,17456,15,1,2,3,0,3,1,0,0,39,39,1
18950,47,4,10480,9,4,0,4,1,4,1,53,0,50,39,1
18951,2,0,18842,15,1,4,0,3,4,1,0,0,78,39,0
18952,26,2,11390,15,1,0,1,4,4,0,0,0,34,39,0
18953,45,6,13367,5,10,6,5,2,4,0,0,0,28,39,0
18954,30,4,177,12,5,2,12,0,4,1,0,0,34,39,1
18955,34,4,3520,11,15,0,1,1,4,0,0,0,34,39,0
18956,7,4,1192,11,15,4,12,2,4,1,0,0,34,39,0
18957,58,0,16843,11,15,6,0,1,4,0,0,0,74,39,0
18958,34,4,11981,11,15,0,1,1,4,0,0,0,37,39,0
18959,19,4,6986,15,1,4,4,1,4,1,0,0,34,39,0
18960,1,4,12139,11,15,4,1,3,4,0,0,0,6,39,0
18961,56,6,11498,11,15,2,5,0,1,1,0,71,34,40,0
18962,11,4,16184,9,4,4,12,1,4,1,0,0,39,39,0
18963,29,4,7586,11,15,0,1,1,4,0,0,0,34,39,0
18964,28,4,19247,15,1,2,3,0,4,1,0,0,34,39,0
18965,33,4,2473,11,15,2,3,0,4,1,0,0,42,39,1
18966,16,6,8166,11,15,4,4,1,4,1,0,0,50,10,0
18967,18,6,17463,11,15,2,5,0,4,1,0,0,50,39,0
18968,28,6,497,15,1,2,8,5,4,0,0,0,93,39,0
18969,40,6,16358,5,10,2,3,0,4,1,0,0,34,39,1
18970,22,4,20392,15,1,0,1,1,4,0,0,0,56,39,0
18971,3,4,18927,11,15,4,12,2,2,0,0,0,28,39,0
18972,13,4,886,12,5,2,1,0,4,1,83,0,34,39,1
18973,4,4,13782,15,1,4,8,4,4,0,0,0,28,39,0
18974,37,4,13134,3,8,2,14,0,4,1,0,0,45,39,0
18975,16,4,1893,11,15,2,12,0,4,1,0,0,39,39,0
18976,34,4,6874,9,4,4,10,1,2,1,0,0,28,39,0
18977,34,4,9311,8,2,2,6,0,4,1,0,0,34,39,1
18978,29,4,5681,7,3,0,12,4,4,0,0,0,31,39,0
18979,9,4,21262,15,1,4,3,3,0,1,0,0,34,39,0
18980,11,4,15816,9,4,4,1,1,4,1,0,0,34,39,0
18981,16,4,3234,11,15,2,12,5,4,0,0,0,39,39,0
18982,17,5,16746,15,1,2,4,0,4,1,0,0,34,39,1
18983,25,4,11636,4,9,3,3,1,4,1,0,0,34,33,0
18984,16,4,2277,15,1,2,12,0,4,1,0,0,42,39,1
18985,4,4,20795,15,1,4,8,3,4,0,0,0,30,39,0
18986,0,4,20238,1,13,4,12,3,4,1,0,0,12,39,0
18987,3,6,2617,11,15,4,14,3,4,1,0,0,39,39,0
18988,44,0,19568,12,5,2,0,0,4,1,0,0,11,39,1
18989,8,4,6457,12,5,2,10,0,4,1,0,0,34,39,0
18990,23,4,90,11,15,0,1,1,4,0,0,0,25,39,0
18991,35,4,8860,0,12,2,6,0,4,1,0,0,39,39,0
18992,19,4,6593,15,1,0,1,4,4,1,0,0,34,2,0
18993,18,4,10658,11,15,0,8,4,2,0,0,16,34,39,0
18994,9,4,12832,4,9,4,5,2,2,1,0,0,34,26,0
18995,17,5,20545,15,1,2,5,0,4,1,0,0,67,39,0
18996,40,4,12460,8,2,2,10,0,4,1,0,0,34,39,0
18997,61,6,19626,5,10,2,5,0,4,1,0,0,17,39,0
18998,26,7,11364,11,15,4,14,1,4,1,0,0,56,39,0
18999,19,4,15871,9,4,4,4,1,4,1,53,0,34,39,1
19000,37,4,3095,11,15,6,1,4,4,0,0,0,34,39,0
19001,17,4,11324,8,2,2,1,0,4,1,77,0,39,39,0
19002,11,6,7901,11,15,0,5,1,4,1,0,0,34,39,0
19003,26,4,7194,11,15,6,7,4,4,0,0,0,56,39,0
19004,37,4,8813,15,1,0,3,4,4,0,0,0,42,39,0
19005,29,6,15808,14,6,2,10,0,4,1,0,0,39,39,1
19006,16,5,4328,15,1,2,3,0,4,1,0,0,56,0,0
19007,62,6,4521,11,15,6,8,1,4,0,0,0,16,39,0
19008,26,4,12990,11,15,2,7,0,4,1,0,0,34,26,0
19009,30,4,18728,15,1,2,1,5,4,0,0,0,34,39,0
19010,3,4,1455,11,15,4,6,3,4,1,0,0,34,39,0
19011,11,7,4564,12,5,2,4,0,4,1,0,0,45,39,1
19012,12,1,17412,15,1,4,1,4,2,0,33,0,34,39,0
19013,16,7,662,11,15,2,13,0,4,1,0,0,34,39,0
19014,20,6,20549,11,15,2,4,0,4,1,0,0,56,39,1
19015,15,4,13133,9,4,2,10,0,4,1,0,0,34,39,0
19016,2,4,12330,11,15,4,3,1,4,1,0,0,39,39,0
19017,49,2,6022,10,7,2,10,0,2,1,27,0,28,23,1
19018,8,4,1209,15,1,2,4,0,4,1,0,0,45,39,0
19019,37,1,18412,15,1,0,1,1,4,0,0,0,34,39,0
19020,7,4,18435,9,4,4,13,3,4,1,0,0,34,39,0
19021,12,4,9010,6,11,4,12,1,4,0,0,0,42,39,0
19022,39,5,5173,11,15,2,12,0,4,1,0,0,45,39,1
19023,21,4,318,11,15,4,1,4,4,0,0,0,28,39,0
19024,28,2,6827,12,5,4,10,1,4,0,0,0,34,39,0
19025,0,0,3805,11,15,4,0,3,2,1,0,0,34,39,0
19026,44,4,21419,15,1,0,8,1,4,0,0,0,23,39,0
19027,31,2,10585,8,2,2,3,0,4,1,0,0,34,39,0
19028,43,4,3569,15,1,0,12,1,4,0,0,0,42,39,0
19029,32,6,18327,10,7,4,10,1,4,1,118,0,66,39,1
19030,35,6,17869,15,1,6,3,1,2,1,0,0,28,39,0
19031,43,2,9143,8,2,2,8,0,4,1,0,0,34,39,0
19032,18,6,5757,11,15,5,14,1,4,1,0,0,66,39,0
19033,4,4,20013,15,1,4,12,3,4,0,0,0,12,39,0
19034,11,0,11296,11,15,4,0,1,2,1,0,0,34,39,0
19035,8,4,6239,9,4,4,6,3,4,1,0,0,34,39,0
19036,20,4,7465,4,9,4,1,2,4,0,0,0,34,26,0
19037,11,4,9844,0,12,4,6,2,4,1,0,0,34,26,0
19038,24,4,1991,11,15,2,1,0,4,1,0,0,34,39,0
19039,13,4,12073,9,4,2,12,0,4,1,0,0,39,39,1
19040,13,4,7362,9,4,4,13,1,4,0,0,0,28,39,0
19041,33,5,8712,11,15,2,12,0,2,1,0,0,56,39,0
19042,7,4,8093,11,15,2,6,0,4,1,0,0,34,39,0
19043,10,4,19585,5,10,4,8,2,4,1,0,0,28,13,0
19044,8,4,6880,11,15,2,3,0,4,1,0,14,34,39,0
19045,54,4,10338,8,2,4,1,1,4,0,0,0,34,39,0
19046,29,4,16876,15,1,2,11,0,2,1,0,0,34,39,1
19047,26,4,16870,15,1,5,10,4,4,0,0,0,34,39,0
19048,17,4,15694,11,15,4,7,3,1,1,0,0,34,3,0
19049,17,4,1654,1,13,2,14,0,4,1,0,0,45,39,0
19050,17,4,21491,5,10,2,14,0,4,1,0,0,34,39,0
19051,13,0,4030,8,2,0,0,4,4,0,0,0,34,39,0
19052,30,4,16522,12,5,0,10,1,4,0,0,0,34,39,0
19053,15,4,2701,11,15,2,1,0,4,1,0,0,34,39,0
19054,16,4,10144,11,15,0,5,1,4,1,0,0,34,39,0
19055,6,4,7023,11,15,4,3,1,4,1,0,0,34,33,0
19056,50,4,10042,12,5,3,4,1,4,1,0,0,50,39,1
19057,30,4,12664,15,1,2,4,0,4,1,0,0,45,39,1
19058,3,4,19877,15,1,4,8,3,4,1,0,0,26,8,0
19059,29,4,14307,11,15,4,3,3,4,1,0,0,34,39,0
19060,29,1,15955,15,1,2,3,0,4,1,0,0,34,39,1
19061,11,4,18938,11,15,4,1,1,4,0,0,0,34,39,0
19062,5,4,560,0,12,4,3,2,4,1,0,0,23,39,0
19063,15,4,1545,11,15,2,6,0,4,1,0,0,39,39,0
19064,17,4,871,11,15,2,1,0,4,1,0,0,34,39,0
19065,17,4,953,11,15,2,12,0,4,1,0,0,66,39,0
19066,25,4,1096,7,3,2,10,0,2,1,0,0,34,39,0
19067,7,4,4754,15,1,2,1,0,4,1,107,0,34,39,1
19068,5,4,12513,6,11,4,8,3,4,1,0,0,45,39,0
19069,20,4,18253,11,15,2,5,0,4,1,0,0,34,39,0
19070,48,4,18161,15,1,2,11,0,4,1,0,0,34,39,0
19071,21,4,7418,9,4,2,10,0,4,1,0,0,45,39,0
19072,15,4,15421,12,5,4,10,1,4,0,0,15,34,39,0
19073,22,1,6109,15,1,2,6,0,4,1,0,42,56,39,1
19074,27,4,6467,14,6,4,10,1,4,0,0,0,34,39,1
19075,31,4,7335,11,15,2,8,0,4,1,0,0,45,39,0
19076,2,4,514,15,1,0,8,3,4,0,0,0,34,39,0
19077,13,4,19816,7,3,4,13,1,4,0,0,0,34,39,0
19078,40,4,3154,3,8,3,8,1,4,1,0,0,28,0,0
19079,36,4,2109,11,15,0,6,1,4,1,0,0,34,39,0
19080,6,4,1907,11,15,4,3,3,4,0,0,0,34,39,0
19081,23,6,9305,12,5,2,4,0,4,1,118,0,45,39,1
19082,3,0,6862,15,1,4,0,3,4,1,0,0,34,39,0
19083,20,2,15158,15,1,2,8,0,4,1,0,0,34,39,0
19084,5,4,8343,15,1,4,8,3,4,0,0,0,31,39,0
19085,31,4,13351,11,15,0,3,1,4,1,0,0,45,39,0
19086,20,4,5649,11,15,2,4,0,4,1,0,0,34,39,0
19087,72,6,20657,11,15,4,4,1,4,1,59,0,3,39,0
19088,2,4,16880,11,15,4,1,1,4,1,0,0,17,39,0
19089,28,4,5789,10,7,0,10,4,2,0,0,80,28,39,1
19090,63,4,20906,15,1,4,10,1,4,1,0,33,56,39,0
19091,50,0,17652,11,15,2,0,5,4,0,0,0,44,39,0
19092,24,4,6500,11,15,2,3,0,1,1,0,0,34,36,0
